k,inertia,silhouette
2,47.099403381347656,0.22121853
3,38.570823669433594,0.24469274
4,34.190799713134766,0.1532981
5,30.652454376220703,0.15747216
6,27.885265350341797,0.18330036
7,26.610897064208984,0.13537169
8,23.95711898803711,0.15785839
9,22.718631744384766,0.14137563
10,21.703567504882812,0.105106056
11,19.59392547607422,0.14402011
12,18.450824737548828,0.14464802
13,17.779869079589844,0.1278531
14,15.847761154174805,0.14191528
15,15.458516120910645,0.1357636
16,14.469494819641113,0.1311062
17,13.609182357788086,0.12961213
18,12.637657165527344,0.12824373
19,12.090545654296875,0.116263434
20,11.134934425354004,0.1307122
21,10.715608596801758,0.1149563
22,9.772418975830078,0.12525427
23,9.661001205444336,0.1043854
