k,inertia,silhouette
2,128.13150024414062,0.8985934
3,45.962547302246094,0.8561364
4,38.67525100708008,0.3208436
5,32.49196243286133,0.3142226
6,26.562463760375977,0.28907475
7,23.330263137817383,0.2890952
8,19.667831420898438,0.2904939
9,17.77531623840332,0.23982795
10,16.751697540283203,0.21458201
11,15.512938499450684,0.21118295
12,14.158869743347168,0.23171638
13,13.40113353729248,0.2106919
14,12.987302780151367,0.18171348
15,11.725217819213867,0.21191992
16,11.392154693603516,0.18841416
17,10.648738861083984,0.20061694
18,10.297749519348145,0.18631622
19,9.856281280517578,0.19634542
20,9.508038520812988,0.18232194
21,9.002347946166992,0.20663038
22,8.553256034851074,0.19884117
23,8.296146392822266,0.17529434 
