k,inertia,silhouette
2,34.25737380981445,0.8419835
3,14.535362243652344,0.7190237
4,12.065251350402832,0.566524
5,10.378406524658203,0.43956757
6,8.792383193969727,0.4170658
7,7.501020908355713,0.36962605
8,6.373757362365723,0.36397398
9,5.376187324523926,0.34751958
10,4.790638446807861,0.32019356
11,4.152974605560303,0.31818146
12,3.3766188621520996,0.28369933
13,2.902836322784424,0.176128
14,2.388315200805664,0.16969918
15,1.959923505783081,0.18524058
16,1.7357597351074219,0.144308
17,1.4179142713546753,0.15624812
18,1.221116542816162,0.122849084
19,1.0521494150161743,0.121569276
20,0.9153789281845093,0.1080746
21,0.7242247462272644,0.103124686
22,0.5925099849700928,0.1011686
23,0.47152179479599,0.10621036
