k,inertia,silhouette
2,7.624098777770996,0.19494717
3,6.405845642089844,0.19365087
4,5.768451690673828,0.15995774
5,5.082313537597656,0.1269625
6,4.658687114715576,0.1272949
7,4.3675432205200195,0.11676973
8,4.033111095428467,0.115460664
9,3.691850185394287,0.12300781
10,3.322685718536377,0.1413773
11,3.185509443283081,0.13012
12,2.973029375076294,0.12416176
13,2.7180323600769043,0.12083231
14,2.573640823364258,0.12022755
15,2.4138708114624023,0.1291636
16,2.260152816772461,0.12455326
17,2.1681642532348633,0.11198933
18,2.0239176750183105,0.114046276
19,1.910226821899414,0.1075031
20,1.8064031600952148,0.1133269
21,1.734401822090149,0.10681319
22,1.6112474203109741,0.10024909
23,1.5157679319381714,0.080850765
